Departament,semester,code,name,cred,class,vacancies,day,start,length,prof,campus,building,room
DELAE,2019 - II,ENG10043,LABORATÓRIO DE SISTEMAS DIGITAIS,2,B,14,Qui,8:30,2,MARCELO GOTZ,centro,Eletro,305
DELAE,2019 - II,ENG10032,MICROCONTROLADORES,2,A,20,Qua,8:30,2,WALTER FETTER LAGES,centro,Eletro,301
DELAE,2019 - II,ENG10032,MICROCONTROLADORES,2,B,20,Qua,10:30,2,WALTER FETTER LAGES,centro,Eletro,301
DELAE,2019 - II,ENG10007,PRODUÇÃO DE ENERGIA ELÉTRICA,4,U,15,Ter,10:30,2,SERGIO LUIS HAFFNER,centro,Eletro,305
DELAE,2019 - II,ENG10007,PRODUÇÃO DE ENERGIA ELÉTRICA,4,U,15,Qui,10:30,2,SERGIO LUIS HAFFNER,centro,Eletro,304
DELAE,2019 - II,ENG10014,QUALIDADE DE ENERGIA ELÉTRICA,4,U,21,Ter,8:30,2,ROBERTO CHOUHY LEBORGNE,centro,Eletro,301
DELAE,2019 - II,ENG10014,QUALIDADE DE ENERGIA ELÉTRICA,4,U,21,Qui,8:30,2,ROBERTO CHOUHY LEBORGNE,centro,Eletro,301
DELAE,2019 - II,ENG10026,ROBÓTICA A,4,U,20,Ter,17:30,2,WALTER FETTER LAGES,centro,Eletro,301
DELAE,2019 - II,ENG10026,ROBÓTICA A,4,U,20,Qui,17:30,2,WALTER FETTER LAGES,centro,Eletro,301
DELAE,2019 - II,ENG10021,SISTEMAS A EVENTOS DISCRETOS,4,U,30,Ter,13:30,2,MARCELO GOTZ,centro,Eletro,303
DELAE,2019 - II,ENG10021,SISTEMAS A EVENTOS DISCRETOS,4,U,30,Qui,13:30,2,MARCELO GOTZ,centro,Eletro,303
DELAE,2019 - II,ENG10023,SISTEMAS DE AUTOMAÇÃO,4,U,22,Ter,15:30,2,ALCEU HEINKE FRIGERI,centro,Eletro,301
DELAE,2019 - II,ENG10023,SISTEMAS DE AUTOMAÇÃO,4,U,22,Qui,15:30,2,ALCEU HEINKE FRIGERI,centro,Eletro,301
DELAE,2019 - II,ENG10019,SISTEMAS DE CONTROLE DIGITAIS,4,U,32,Seg,8:30,2,ALEXANDRE SANFELICE BAZANELLA,centro,Eletro,303
DELAE,2019 - II,ENG10019,SISTEMAS DE CONTROLE DIGITAIS,4,U,32,Qua,8:30,2,ALEXANDRE SANFELICE BAZANELLA,centro,Eletro,303
DELAE,2019 - II,ENG10004,SISTEMAS DE CONTROLE I - B,4,U3,36,Ter,8:30,2,JOAO MANOEL GOMES DA SILVA JUNIOR,centro,Eletro,303
DELAE,2019 - II,ENG10004,SISTEMAS DE CONTROLE I - B,4,U3,36,Qui,8:30,2,JOAO MANOEL GOMES DA SILVA JUNIOR,centro,Eletro,303
DELAE,2019 - II,ENG10039,SISTEMAS DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,4,U,18,Seg,10:30,2,FLAVIO ANTONIO BECON LEMOS,centro,Eletro,305
DELAE,2019 - II,ENG10039,SISTEMAS DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,4,U,18,Qua,10:30,2,FLAVIO ANTONIO BECON LEMOS,centro,Eletro,305
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,A,20,Seg,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,054
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,A,20,Qua,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,054
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,A,20,Sex,8:30,2,LUCIOLA CAMPESTRINI,centro,Eletro,301
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,B,20,Seg,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,054
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,B,20,Qua,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,054
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,B,20,Sex,10:30,2,THALES EXENBERGER BECKER,centro,Eletro,301
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,C,20,Seg,16:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,031
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,C,20,Qua,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,031
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,C,20,Sex,13:30,2,THALES EXENBERGER BECKER,centro,Eletro,301
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,D,20,Seg,16:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,031
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,D,20,Qua,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,031
DELAE,2019 - II,ENG10017,SISTEMAS E SINAIS,6,D,20,Sex,15:30,2,THALES EXENBERGER BECKER,centro,Eletro,301
DELAE,2020 - I,ENG10049,ACIONAMENTO DE MÁQUINAS ELÉTRICAS - A,4,U,25,Ter,8:30,2,LUÍS ALBERTO PEREIRA,centro,Prédio Branco,051
DELAE,2020 - I,ENG10049,ACIONAMENTO DE MÁQUINAS ELÉTRICAS - A,4,U,25,Qui,8:30,2,LUÍS ALBERTO PEREIRA,centro,Prédio Branco,051
DELAE,2020 - I,ENG10006,ANÁLISE DE SISTEMAS ELÉTRICOS DE POTÊNCIA,4,U,21,Ter,8:30,2,ROBERTO CHOUHY LEBORGNE,centro,Eletro,305
DELAE,2020 - I,ENG10006,ANÁLISE DE SISTEMAS ELÉTRICOS DE POTÊNCIA,4,U,21,Qui,8:30,2,ROBERTO CHOUHY LEBORGNE,centro,Eletro,305
DELAE,2020 - I,ENG10001,CIRCUITOS ELÉTRICOS I - C,4,A,45,Seg,15:30,2,MARIANA RESENER,centro,Prédio Branco,033
DELAE,2020 - I,ENG10001,CIRCUITOS ELÉTRICOS I - C,4,A,45,Qua,15:30,2,MARIANA RESENER,centro,Prédio Branco,033
DELAE,2020 - I,ENG10001,CIRCUITOS ELÉTRICOS I - C,4,B,45,Ter,15:30,2,TRISTAO JULIO GARCIA DOS SANTOS,centro,Eletro,304
DELAE,2020 - I,ENG10001,CIRCUITOS ELÉTRICOS I - C,4,B,45,Qui,15:30,2,TRISTAO JULIO GARCIA DOS SANTOS,centro,Eletro,304
DELAE,2020 - I,ENG10002,CIRCUITOS ELÉTRICOS II - C,4,A,43,Ter,17:30,2,TRISTAO JULIO GARCIA DOS SANTOS,centro,Eletro,304
DELAE,2020 - I,ENG10002,CIRCUITOS ELÉTRICOS II - C,4,A,43,Qui,17:30,2,TRISTAO JULIO GARCIA DOS SANTOS,centro,Eletro,304
DELAE,2020 - I,ENG10002,CIRCUITOS ELÉTRICOS II - C,4,B,44,Seg,13:30,2,VALNER JOAO BRUSAMARELLO,centro,Eletro,306
DELAE,2020 - I,ENG10002,CIRCUITOS ELÉTRICOS II - C,4,B,44,Qua,13:30,2,VALNER JOAO BRUSAMARELLO,centro,Eletro,306
DELAE,2020 - I,ENG10051,DINÂMICA E CONTROLE DE ROBÔS,4,U,20,Ter,17:30,2,WALTER FETTER LAGES,centro,Eletro,301
DELAE,2020 - I,ENG10051,DINÂMICA E CONTROLE DE ROBÔS,4,U,20,Qui,17:30,2,WALTER FETTER LAGES,centro,Eletro,301
DELAE,2020 - I,ENG10030,ELETRICIDADE E INSTRUMENTAÇÃO,4,U,30,Seg,16:30,2,THALES EXENBERGER BECKER,centro,Eng. nova,undef
DELAE,2020 - I,ENG10030,ELETRICIDADE E INSTRUMENTAÇÃO,4,U,30,Qua,16:30,2,THALES EXENBERGER BECKER,centro,Eng. nova,undef
DELAE,2020 - I,ENG10044,ELETRÔNICA FUNDAMENTAL I - B,4,A,45,Seg,10:30,2,ALCEU HEINKE FRIGERI,centro,Eletro,306
DELAE,2020 - I,ENG10044,ELETRÔNICA FUNDAMENTAL I - B,4,A,45,Qua,10:30,2,ALCEU HEINKE FRIGERI,centro,Eletro,306
DELAE,2020 - I,ENG10027,ELETRÔNICA FUNDAMENTAL II - B,4,A3,15,Ter,13:30,2,MARCELO GOTZ,centro,Eletro,303
DELAE,2020 - I,ENG10027,ELETRÔNICA FUNDAMENTAL II - B,4,A3,15,Qua,10:30,2,MARCELO GOTZ,centro,Eletro,200
DELAE,2020 - I,ENG10027,ELETRÔNICA FUNDAMENTAL II - B,4,B3,15,Ter,13:30,2,MARCELO GOTZ,centro,Eletro,303
DELAE,2020 - I,ENG10027,ELETRÔNICA FUNDAMENTAL II - B,4,B3,15,Qua,13:30,2,THALES EXENBERGER BECKER,centro,Eletro,200
DELAE,2020 - I,ENG10047,FUNDAMENTOS DE MÁQUINAS ELÉTRICAS,4,U,15,Ter,10:30,2,LUÍS ALBERTO PEREIRA,centro,Eletro,305
DELAE,2020 - I,ENG10047,FUNDAMENTOS DE MÁQUINAS ELÉTRICAS,4,U,15,Qui,10:30,2,LUÍS ALBERTO PEREIRA,centro,Eletro,305
DELAE,2020 - I,ENG10031,INTRODUÇÃO À ENGENHARIA DE COMPUTAÇÃO,2,U,13,Ter,15:30,2,RENATO VENTURA BAYAN HENRIQUES,undef,undef,undef
DELAE,2020 - I,ENG10032,MICROCONTROLADORES,2,A,18,Qua,8:30,2,WALTER FETTER LAGES,centro,Eletro,301
DELAE,2020 - I,ENG10032,MICROCONTROLADORES,2,B,18,Qua,15:30,2,WALTER FETTER LAGES,centro,Eletro,301
DELAE,2020 - I,ENG10008,PLANEJAMENTO ENERGÉTICO,4,U3,20,Ter,10:30,2,SERGIO LUIS HAFFNER,centro,Eletro,301
DELAE,2020 - I,ENG10008,PLANEJAMENTO ENERGÉTICO,4,U3,20,Qui,10:30,2,SERGIO LUIS HAFFNER,centro,Eletro,301
DELAE,2020 - I,ENG10046,PRINCÍPIOS DE ELETRÔNICA DE POTÊNCIA,2,U,45,Qui,13:30,2,MARIANA RESENER,centro,Prédio Branco,033
DELAE,2020 - I,ENG10041,PROTEÇÃO E ESTABILIDADE DOS SISTEMAS ELÉTRICOS DE POTÊNCIA,4,U,16,Seg,8:30,2,FLAVIO ANTONIO BECON LEMOS,centro,Eletro,305
DELAE,2020 - I,ENG10041,PROTEÇÃO E ESTABILIDADE DOS SISTEMAS ELÉTRICOS DE POTÊNCIA,4,U,16,Qua,8:30,2,FLAVIO ANTONIO BECON LEMOS,centro,Eletro,305
DELAE,2020 - I,ENG10048,PROTOCOLOS DE COMUNICAÇÃO - A,4,A,16,Ter,13:30,2,ALCEU HEINKE FRIGERI,centro,Eletro,301
DELAE,2020 - I,ENG10048,PROTOCOLOS DE COMUNICAÇÃO - A,4,A,16,Qui,13:30,2,ALCEU HEINKE FRIGERI,centro,Eletro,301
DELAE,2020 - I,ENG10018,SISTEMAS DE CONTROLE II,4,U3,30,Seg,8:30,2,ALEXANDRE SANFELICE BAZANELLA,centro,Eletro,303
DELAE,2020 - I,ENG10018,SISTEMAS DE CONTROLE II,4,U3,30,Qua,8:30,2,ALEXANDRE SANFELICE BAZANELLA,centro,Eletro,303
DELAE,2020 - I,ENG10040,SISTEMAS DE TRANSMISSÃO DE ENERGIA ELÉTRICA,4,U,24,Seg,10:30,2,FLAVIO ANTONIO BECON LEMOS,centro,Eletro,305
DELAE,2020 - I,ENG10040,SISTEMAS DE TRANSMISSÃO DE ENERGIA ELÉTRICA,4,U,24,Qua,10:30,2,FLAVIO ANTONIO BECON LEMOS,centro,Eletro,305
DELAE,2020 - I,ENG10042,SISTEMAS DIGITAIS - A,4,U,49,Ter,8:30,2,MARCELO GOTZ,centro,Prédio Branco,063
DELAE,2020 - I,ENG10042,SISTEMAS DIGITAIS - A,4,U,49,Qui,8:30,2,MARCELO GOTZ,centro,Prédio Branco,063
DELAE,2020 - I,ENG10017,SISTEMAS E SINAIS,6,A3,45,Ter,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,052
DELAE,2020 - I,ENG10017,SISTEMAS E SINAIS,6,A3,45,Qui,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,052
DELAE,2020 - I,ENG10017,SISTEMAS E SINAIS,6,A3,45,Sex,10:30,2,THALES EXENBERGER BECKER,centro,Prédio Branco,053
DELAE,2020 - I,ENG10017,SISTEMAS E SINAIS,6,D3,47,Seg,16:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,041
DELAE,2020 - I,ENG10017,SISTEMAS E SINAIS,6,D3,47,Qua,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,041
DELAE,2020 - I,ENG10017,SISTEMAS E SINAIS,6,D3,47,Sex,13:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,0021
DELAE,2022 - I,ENG10049,ACIONAMENTO DE MÁQUINAS ELÉTRICAS - A,4,U,25,Ter,15:30,2,LUÍS ALBERTO PEREIRA,centro,Prédio Branco,051
DELAE,2022 - I,ENG10049,ACIONAMENTO DE MÁQUINAS ELÉTRICAS - A,4,U,25,Qui,15:30,2,LUÍS ALBERTO PEREIRA,centro,Prédio Branco,051
DELAE,2022 - I,ENG10001,CIRCUITOS ELÉTRICOS I - C,4,A,55,Seg,15:30,2,BIBIANA MAITÊ PETRY FERRAZ,centro,Prédio Branco,033
DELAE,2022 - I,ENG10001,CIRCUITOS ELÉTRICOS I - C,4,A,55,Qua,15:30,2,BIBIANA MAITÊ PETRY FERRAZ,centro,Prédio Branco,033
DELAE,2022 - I,ENG10001,CIRCUITOS ELÉTRICOS I - C,4,B,55,Ter,15:30,2,BIBIANA MAITÊ PETRY FERRAZ,centro,Prédio Branco,066
DELAE,2022 - I,ENG10001,CIRCUITOS ELÉTRICOS I - C,4,B,55,Qui,15:30,2,BIBIANA MAITÊ PETRY FERRAZ,centro,Prédio Branco,066
