Departament,semester,code,name,cred,class,vacancies,occupied,day,start,length,prof,campus,building,room
Eng.ECP,2025 - I,INF01049,INTRODUÇÃO À PESQUISA EM INFORMÁTICA,2,U,15,6,Seg,15:30,2,ANDRE INACIO REIS,vale,Vale,undef
Eng.ECP,2025 - I,ENG10003,LABORATÓRIO DE CIRCUITOS ELÉTRICOS,2,A,2,0,Ter,15:30,2,TRISTAO JULIO GARCIA DOS SANTOS,centro,Eletro,200
Eng.ECP,2025 - I,ENG10003,LABORATÓRIO DE CIRCUITOS ELÉTRICOS,2,A1,2,5,Sex,8:30,2,TRISTAO JULIO GARCIA DOS SANTOS,centro,Eletro,200
Eng.ECP,2025 - I,ENG10003,LABORATÓRIO DE CIRCUITOS ELÉTRICOS,2,B,2,0,Ter,13:30,2,TRISTAO JULIO GARCIA DOS SANTOS,centro,Eletro,200
Eng.ECP,2025 - I,ENG10003,LABORATÓRIO DE CIRCUITOS ELÉTRICOS,2,B1,2,2,Sex,10:30,2,TRISTAO JULIO GARCIA DOS SANTOS,centro,Eletro,200
Eng.ECP,2025 - I,ENG10005,LABORATÓRIO DE CONTROLE,2,A1,1,0,Qua,10:30,2,JOAO MANOEL GOMES DA SILVA JUNIOR,centro,Eletro,301
Eng.ECP,2025 - I,ENG10045,LABORATÓRIO DE ELETRÔNICA,2,A,4,5,Qua,8:30,2,VALNER JOAO BRUSAMARELLO,centro,Eletro,200
Eng.ECP,2025 - I,ENG10045,LABORATÓRIO DE ELETRÔNICA,2,B,4,4,Qua,10:30,2,BIBIANA MAITÊ PETRY FERRAZ,centro,Eletro,200
Eng.ECP,2025 - I,EDU03071,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS),2,O1,3,2,Sex,8:30,2,EMILIANA FARIA ROSA,centro,faced,undef
Eng.ECP,2025 - I,EDU03071,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS),2,Q1,2,1,Sex,10:30,2,CRISTIANO PEREIRA VAZ,centro,faced,undef
Eng.ECP,2025 - I,INF05508,LÓGICA PARA COMPUTAÇÃO,4,A,15,18,Ter,10:30,2,ROSA MARIA VICARI,vale,Vale,undef
Eng.ECP,2025 - I,INF05508,LÓGICA PARA COMPUTAÇÃO,4,A,15,18,Qui,10:30,2,ROSA MARIA VICARI,vale,Vale,undef
Eng.ECP,2025 - I,INF05508,LÓGICA PARA COMPUTAÇÃO,4,B,20,16,Ter,15:30,2,MARCIO DORN,vale,Vale,undef
Eng.ECP,2025 - I,INF05508,LÓGICA PARA COMPUTAÇÃO,4,B,20,16,Qui,15:30,2,MARCIO DORN,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,A,19,16,Seg,8:30,2,ESEQUIA SAUTER,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,A,19,16,Qua,8:30,2,ESEQUIA SAUTER,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,A,19,16,Sex,8:30,2,ESEQUIA SAUTER,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,C,12,3,Seg,13:30,2,JOAO BATISTA DA PAZ CARVALHO,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,C,12,3,Qua,13:30,2,JOAO BATISTA DA PAZ CARVALHO,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,C,12,3,Sex,13:30,2,JOAO BATISTA DA PAZ CARVALHO,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,D,5,4,Seg,15:30,2,LUIS GUSTAVO DONINELLI MENDES,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,D,5,4,Qua,15:30,2,LUIS GUSTAVO DONINELLI MENDES,vale,Vale,undef
Eng.ECP,2025 - I,MAT01168,MATEMÁTICA APLICADA II,6,D,5,4,Sex,15:30,2,LUIS GUSTAVO DONINELLI MENDES,vale,Vale,undef
Eng.ECP,2025 - I,MAT01375,MATEMÁTICA DISCRETA B,4,A,12,17,Ter,8:30,2,RICARDO MISTURINI,vale,Vale,undef
Eng.ECP,2025 - I,MAT01375,MATEMÁTICA DISCRETA B,4,A,12,17,Qui,8:30,2,RICARDO MISTURINI,vale,Vale,undef
Eng.ECP,2025 - I,MAT01375,MATEMÁTICA DISCRETA B,4,B,22,20,Ter,10:30,2,CARLOS HOPPEN,vale,Vale,undef
Eng.ECP,2025 - I,MAT01375,MATEMÁTICA DISCRETA B,4,B,22,20,Qui,10:30,2,CARLOS HOPPEN,vale,Vale,undef
Eng.ECP,2025 - I,INF01121,MODELOS DE LINGUAGEM DE PROGRAMAÇÃO,4,U,10,7,Seg,10:30,2,LEANDRO KRUG WIVES,vale,Vale,undef
Eng.ECP,2025 - I,INF01121,MODELOS DE LINGUAGEM DE PROGRAMAÇÃO,4,U,10,7,Qua,10:30,2,LEANDRO KRUG WIVES,vale,Vale,undef
Eng.ECP,2025 - I,INF01113,ORGANIZAÇÃO DE COMPUTADORES B,4,A,15,6,Seg,10:30,2,ANTONIO CARLOS SCHNEIDER BECK FILHO,vale,Vale,undef
Eng.ECP,2025 - I,INF01113,ORGANIZAÇÃO DE COMPUTADORES B,4,A,15,6,Qua,10:30,2,ANTONIO CARLOS SCHNEIDER BECK FILHO,vale,Vale,undef
Eng.ECP,2025 - I,INF01113,ORGANIZAÇÃO DE COMPUTADORES B,4,B,15,15,Ter,8:30,2,LUIGI CARRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01113,ORGANIZAÇÃO DE COMPUTADORES B,4,B,15,15,Qui,8:30,2,LUIGI CARRO,vale,Vale,undef
Eng.ECP,2025 - I,ENG04434,PRINCÍPIOS DE COMUNICAÇÃO,4,U,5,1,Ter,10:30,2,Ivan Müller,centro,Prédio Branco,044
Eng.ECP,2025 - I,ENG04434,PRINCÍPIOS DE COMUNICAÇÃO,4,U,5,1,Qui,10:30,2,Ivan Müller,centro,Prédio Branco,044
Eng.ECP,2025 - I,MAT02219,PROBABILIDADE E ESTATÍSTICA,4,A1,10,5,Ter,8:30,2,MÁRCIA HELENA BARBIAN,vale,Vale,undef
Eng.ECP,2025 - I,MAT02219,PROBABILIDADE E ESTATÍSTICA,4,A1,10,5,Qui,8:30,2,MÁRCIA HELENA BARBIAN,vale,Vale,undef
Eng.ECP,2025 - I,MAT02050,PROBABILIDADE E ESTATÍSTICA - EAD,4,A1,15,25,Sáb,8:30,4,DANILO MARCONDES FILHO,undef,undef,undef
Eng.ECP,2025 - I,MAT02050,PROBABILIDADE E ESTATÍSTICA - EAD,4,A2,5,9,Sáb,8:30,4,HUGO HENRIQUE KEGLER DOS SANTOS,undef,undef,undef
Eng.ECP,2025 - I,MAT02050,PROBABILIDADE E ESTATÍSTICA - EAD,4,C1,7,9,Sex,13:30,4,LISIANE PRISCILA ROLDAO SELAU,undef,undef,undef
Eng.ECP,2025 - I,INF01008,PROGRAMAÇÃO DISTRIBUÍDA E PARALELA,4,U,15,15,Seg,10:30,2,Arthur Francisco Lorenzon,vale,Vale,undef
Eng.ECP,2025 - I,INF01008,PROGRAMAÇÃO DISTRIBUÍDA E PARALELA,4,U,15,15,Qua,10:30,2,Arthur Francisco Lorenzon,vale,Vale,undef
Eng.ECP,2025 - I,ECP99001,PROJETO DE FINAL DE CURSO DE ENGENHARIA DE COMPUTAÇÃO,2,U,35,18,Qui,10:30,2,LETICIA DOS SANTOS MACHADO,vale,Vale,undef
Eng.ECP,2025 - I,INF01002,PROTOCOLOS DE COMUNICAÇÃO,4,U,15,11,Seg,10:30,2,ALBERTO EGON SCHAEFFER FILHO,vale,Vale,undef
Eng.ECP,2025 - I,INF01002,PROTOCOLOS DE COMUNICAÇÃO,4,U,15,11,Qua,10:30,2,ALBERTO EGON SCHAEFFER FILHO,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,A,7,8,Ter,10:30,2,WEVERTON LUIS DA COSTA CORDEIRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,A,7,8,Qui,10:30,2,WEVERTON LUIS DA COSTA CORDEIRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,A,7,8,Sex,8:30,2,WEVERTON LUIS DA COSTA CORDEIRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,B,5,5,Ter,10:30,2,WEVERTON LUIS DA COSTA CORDEIRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,B,5,5,Qui,10:30,2,WEVERTON LUIS DA COSTA CORDEIRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,B,5,5,Sex,10:30,2,WEVERTON LUIS DA COSTA CORDEIRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,C,10,8,Seg,13:30,2,ALEXANDRE DA SILVA CARISSIMI,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,C,10,8,Qua,13:30,2,ALEXANDRE DA SILVA CARISSIMI,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,C,10,8,Sex,13:30,2,ALEXANDRE DA SILVA CARISSIMI,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,D,8,4,Seg,13:30,2,ALEXANDRE DA SILVA CARISSIMI,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,D,8,4,Qua,13:30,2,ALEXANDRE DA SILVA CARISSIMI,vale,Vale,undef
Eng.ECP,2025 - I,INF01154,REDES DE COMPUTADORES N,6,D,8,4,Sex,15:30,2,ALEXANDRE DA SILVA CARISSIMI,vale,Vale,undef
Eng.ECP,2025 - I,ENG10026,ROBÓTICA A,4,U,5,0,Ter,17:30,2,WALTER FETTER LAGES,centro,Eletro,301
Eng.ECP,2025 - I,ENG10026,ROBÓTICA A,4,U,5,0,Qui,17:30,2,WALTER FETTER LAGES,centro,Eletro,301
Eng.ECP,2025 - I,INF01034,ROBÓTICA II,4,U,15,8,Ter,15:30,2,RENAN DE QUEIROZ MAFFEI,vale,Vale,undef
Eng.ECP,2025 - I,INF01034,ROBÓTICA II,4,U,15,8,Qui,15:30,2,RENAN DE QUEIROZ MAFFEI,vale,Vale,undef
Eng.ECP,2025 - I,INF01045,SEGURANÇA EM SISTEMAS DE COMPUTAÇÃO,4,U,15,15,Seg,15:30,2,Jeferson Campos Nobre,vale,Vale,undef
Eng.ECP,2025 - I,INF01045,SEGURANÇA EM SISTEMAS DE COMPUTAÇÃO,4,U,15,15,Qua,15:30,2,Jeferson Campos Nobre,vale,Vale,undef
Eng.ECP,2025 - I,ENG10018,SISTEMAS DE CONTROLE II,4,U3,2,0,Seg,8:30,2,ALEXANDRE SANFELICI BAZANELLA,centro,Eletro,303
Eng.ECP,2025 - I,ENG10018,SISTEMAS DE CONTROLE II,4,U3,2,0,Qua,8:30,2,ALEXANDRE SANFELICI BAZANELLA,centro,Eletro,303
Eng.ECP,2025 - I,INF01175,SISTEMAS DIGITAIS PARA COMPUTADORES A,4,U,30,32,Ter,8:30,2,FERNANDA GUSMAO DE LIMA KASTENSMIDT,vale,Vale,undef
Eng.ECP,2025 - I,INF01175,SISTEMAS DIGITAIS PARA COMPUTADORES A,4,U,30,32,Qui,8:30,2,FERNANDA GUSMAO DE LIMA KASTENSMIDT,vale,Vale,undef
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,A,4,1,Seg,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,054
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,A,4,1,Qua,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,054
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,A,4,1,Sex,8:30,2,LUCIOLA CAMPESTRINI,centro,Eletro,301
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,C,1,1,Seg,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,041
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,C,1,1,Qua,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,041
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,C,1,1,Sex,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Eletro,301
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,D3,1,0,Seg,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,041
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,D3,1,0,Qua,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,041
Eng.ECP,2025 - I,ENG10017,SISTEMAS E SINAIS,6,D3,1,0,Sex,13:30,2,AURÉLIO TERGOLINA SALTON,centro,Eletro,301
Eng.ECP,2025 - I,INF01059,SISTEMAS EMBARCADOS,4,U,15,18,Seg,8:30,2,ANTONIO CARLOS SCHNEIDER BECK FILHO,vale,Vale,undef
Eng.ECP,2025 - I,INF01059,SISTEMAS EMBARCADOS,4,U,15,18,Qua,8:30,2,ANTONIO CARLOS SCHNEIDER BECK FILHO,vale,Vale,undef
Eng.ECP,2025 - I,INF01142,SISTEMAS OPERACIONAIS I N,4,A,15,9,Seg,15:30,2,NICOLAS BRUNO MAILLARD,vale,Vale,undef
Eng.ECP,2025 - I,INF01142,SISTEMAS OPERACIONAIS I N,4,A,15,9,Qua,15:30,2,NICOLAS BRUNO MAILLARD,vale,Vale,undef
Eng.ECP,2025 - I,INF01142,SISTEMAS OPERACIONAIS I N,4,B,10,10,Ter,13:30,2,NICOLAS BRUNO MAILLARD,vale,Vale,undef
Eng.ECP,2025 - I,INF01142,SISTEMAS OPERACIONAIS I N,4,B,10,10,Qui,13:30,2,NICOLAS BRUNO MAILLARD,vale,Vale,undef
Eng.ECP,2025 - I,INF01151,SISTEMAS OPERACIONAIS II N,4,A,20,17,Ter,8:30,2,WEVERTON LUIS DA COSTA CORDEIRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01151,SISTEMAS OPERACIONAIS II N,4,A,20,17,Qui,8:30,2,WEVERTON LUIS DA COSTA CORDEIRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01151,SISTEMAS OPERACIONAIS II N,4,B,15,9,Seg,8:30,2,ALBERTO EGON SCHAEFFER FILHO,vale,Vale,undef
Eng.ECP,2025 - I,INF01151,SISTEMAS OPERACIONAIS II N,4,B,15,9,Qua,8:30,2,ALBERTO EGON SCHAEFFER FILHO,vale,Vale,undef
Eng.ECP,2025 - I,INF01120,TÉCNICAS DE CONSTRUÇÃO DE PROGRAMAS,4,A,16,18,Ter,10:30,2,Karina Kohl Silveira,vale,Vale,undef
Eng.ECP,2025 - I,INF01120,TÉCNICAS DE CONSTRUÇÃO DE PROGRAMAS,4,A,16,18,Qui,10:30,2,Karina Kohl Silveira,vale,Vale,undef
Eng.ECP,2025 - I,INF01120,TÉCNICAS DE CONSTRUÇÃO DE PROGRAMAS,4,B,18,13,Ter,8:30,2,MARCELO SOARES PIMENTA,vale,Vale,undef
Eng.ECP,2025 - I,INF01120,TÉCNICAS DE CONSTRUÇÃO DE PROGRAMAS,4,B,18,13,Qui,8:30,2,MARCELO SOARES PIMENTA,vale,Vale,undef
Eng.ECP,2025 - I,INF05501,TEORIA DA COMPUTAÇÃO N,4,A,10,8,Seg,8:30,2,BRUNO IOCHINS GRISCI,vale,Vale,undef
Eng.ECP,2025 - I,INF05501,TEORIA DA COMPUTAÇÃO N,4,A,10,8,Qua,8:30,2,BRUNO IOCHINS GRISCI,vale,Vale,undef
Eng.ECP,2025 - I,INF05501,TEORIA DA COMPUTAÇÃO N,4,B,10,17,Seg,10:30,2,BRUNO IOCHINS GRISCI,vale,Vale,undef
Eng.ECP,2025 - I,INF05501,TEORIA DA COMPUTAÇÃO N,4,B,10,17,Qua,10:30,2,BRUNO IOCHINS GRISCI,vale,Vale,undef
Eng.ECP,2025 - I,INF05501,TEORIA DA COMPUTAÇÃO N,4,C,10,13,Seg,13:30,2,RODRIGO MACHADO,vale,Vale,undef
Eng.ECP,2025 - I,INF05501,TEORIA DA COMPUTAÇÃO N,4,C,10,13,Qua,13:30,2,RODRIGO MACHADO,vale,Vale,undef
Eng.ECP,2025 - I,INF05512,TEORIA DOS GRAFOS E ANÁLISE COMBINATÓRIA,4,A,7,3,Seg,13:30,2,EDSON PRESTES E SILVA JUNIOR,vale,Vale,undef
Eng.ECP,2025 - I,INF05512,TEORIA DOS GRAFOS E ANÁLISE COMBINATÓRIA,4,A,7,3,Qua,13:30,2,EDSON PRESTES E SILVA JUNIOR,vale,Vale,undef
Eng.ECP,2025 - I,INF05512,TEORIA DOS GRAFOS E ANÁLISE COMBINATÓRIA,4,B,5,6,Seg,15:30,2,BRUNO IOCHINS GRISCI,vale,Vale,undef
Eng.ECP,2025 - I,INF05512,TEORIA DOS GRAFOS E ANÁLISE COMBINATÓRIA,4,B,5,6,Qua,15:30,2,BRUNO IOCHINS GRISCI,vale,Vale,undef
Eng.ECP,2025 - I,ENG04010,TEORIA ELETROMAGNÉTICA E ONDAS,4,U,25,23,Qua,10:30,2,RAPHAEL MARTINS BRUM,centro,Prédio Branco,056
Eng.ECP,2025 - I,ENG04010,TEORIA ELETROMAGNÉTICA E ONDAS,4,U,25,23,Sex,10:30,2,RAPHAEL MARTINS BRUM,centro,Prédio Branco,055
Eng.ECP,2025 - I,INF05009,TÓPICOS ESPECIAIS EM COMPUTAÇÃO IX,4,U,5,3,Seg,13:30,2,MARCUS ROLF PETER RITT,vale,Vale,undef
Eng.ECP,2025 - I,INF05009,TÓPICOS ESPECIAIS EM COMPUTAÇÃO IX,4,U,5,3,Qua,13:30,2,MARCUS ROLF PETER RITT,vale,Vale,undef
Eng.ECP,2025 - I,INF01055,TÓPICOS ESPECIAIS EM COMPUTAÇÃO VIII,4,U,15,9,Ter,10:30,2,LUIGI CARRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01055,TÓPICOS ESPECIAIS EM COMPUTAÇÃO VIII,4,U,15,9,Qui,10:30,2,LUIGI CARRO,vale,Vale,undef
Eng.ECP,2025 - I,INF01050,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO I,4,U,10,6,Seg,8:30,2,CLAUDIO ROSITO JUNG,vale,Vale,undef
Eng.ECP,2025 - I,INF01050,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO I,4,U,10,6,Qua,8:30,2,CLAUDIO ROSITO JUNG,vale,Vale,undef
Eng.ELE,2025 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,A,5,7,Ter,18:30,4,RAFAEL ALFONSO BRINKHUES,centro,Eng. nova,undef
Eng.ELE,2025 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,B,10,7,Seg,18:30,2,GILBERTO TAVARES DOS SANTOS,centro,Eng. nova,undef
Eng.ELE,2025 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,B,10,7,Qua,18:30,2,GILBERTO TAVARES DOS SANTOS,centro,Eng. nova,undef
Eng.ELE,2025 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,C,5,6,Seg,16:30,2,GILBERTO TAVARES DOS SANTOS,centro,Eng. nova,undef
Eng.ELE,2025 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,C,5,6,Qua,16:30,2,GILBERTO TAVARES DOS SANTOS,centro,Eng. nova,undef
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,A3,8,9,Ter,9:30,2,SAMUEL VOLKWEIS LEITE,centro,Prédio Branco,031
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,A3,8,9,Qui,9:30,2,SAMUEL VOLKWEIS LEITE,centro,Prédio Branco,031
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,B1,11,11,Ter,10:30,2,LILIANE BASSO BARICHELLO,vale,Vale,undef
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,B1,11,11,Qui,10:30,2,LILIANE BASSO BARICHELLO,vale,Vale,undef
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,C1,22,7,Ter,13:30,2,ADRIANA NEUMANN DE OLIVEIRA,vale,Vale,undef
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,C1,22,7,Qui,13:30,2,ADRIANA NEUMANN DE OLIVEIRA,vale,Vale,undef
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,C2,3,0,Ter,13:30,2,CARLOS FELIPE LARDIZABAL RODRIGUES,vale,Vale,undef
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,C2,3,0,Qui,13:30,2,CARLOS FELIPE LARDIZABAL RODRIGUES,vale,Vale,undef
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,D1,6,2,Ter,15:30,2,LEANDRO FARINA,vale,Vale,undef
Eng.ELE,2025 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,D1,6,2,Qui,15:30,2,LEANDRO FARINA,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,I,14,13,Seg,13:30,2,LEONARDO REINEHR GOBATTO,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,I,14,13,Qua,13:30,2,LEONARDO REINEHR GOBATTO,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,I,14,13,Sex,13:30,2,LEONARDO REINEHR GOBATTO,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,J,10,3,Seg,13:30,2,LEONARDO REINEHR GOBATTO,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,J,10,3,Qua,13:30,2,LEONARDO REINEHR GOBATTO,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,J,10,3,Sex,15:30,2,LEONARDO REINEHR GOBATTO,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,K,7,8,Seg,8:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,K,7,8,Qua,8:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,K,7,8,Sex,8:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,L,18,18,Seg,8:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,L,18,18,Qua,8:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
Eng.ELE,2025 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,L,18,18,Sex,8:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,A,8,8,Seg,8:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,304
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,A,8,8,Qua,8:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,304
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,A,8,8,Sex,8:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,110
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,B,8,7,Seg,8:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,304
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,B,8,7,Qua,8:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,304
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,B,8,7,Sex,13:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,110
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,C,8,3,Seg,8:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,304
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,C,8,3,Qua,8:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,304
Eng.ELE,2025 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,C,8,3,Sex,15:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,110
Eng.ELE,2025 - I,ENG04444,ANÁLISE DE SISTEMAS DE POTÊNCIA,4,U,25,17,Ter,8:30,2,Leyla Turra Kräulich,centro,Eletro,303
Eng.ELE,2025 - I,ENG04444,ANÁLISE DE SISTEMAS DE POTÊNCIA,4,U,25,17,Qui,8:30,2,Leyla Turra Kräulich,centro,Eletro,303
Eng.ELE,2025 - I,ENG04436,ANTENAS E PROPAGAÇÃO,4,U,8,7,Seg,17:30,2,Carlos Alberto Ramirez Behaine,centro,Eletro,304
Eng.ELE,2025 - I,ENG04436,ANTENAS E PROPAGAÇÃO,4,U,8,7,Qua,17:30,2,Carlos Alberto Ramirez Behaine,centro,Eletro,304
Eng.ELE,2025 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,A,8,8,Seg,10:30,2,FAUSTO BASTOS LIBANO,centro,Eng. nova,undef
Eng.ELE,2025 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,A,8,8,Ter,10:30,2,FAUSTO BASTOS LIBANO,centro,Eletro,110
Eng.ELE,2025 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,B,8,8,Seg,10:30,2,FAUSTO BASTOS LIBANO,centro,Eng. nova,undef
Eng.ELE,2025 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,B,8,8,Ter,13:30,2,FAUSTO BASTOS LIBANO,centro,Eletro,110
Eng.ELE,2025 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,C,8,8,Seg,10:30,2,FAUSTO BASTOS LIBANO,centro,Eng. nova,undef
Eng.ELE,2025 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,C,8,8,Ter,15:30,2,FAUSTO BASTOS LIBANO,centro,Eletro,110
Eng.ELE,2025 - I,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,A,0,1,Ter,15:30,2,ALBERTO BASTOS DO CANTO FILHO,centro,Eletro,306
Eng.ELE,2025 - I,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,A,0,1,Sáb,8:30,2,ALBERTO BASTOS DO CANTO FILHO,centro,Eletro,306
Eng.ELE,2025 - I,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,B,0,2,Ter,15:30,2,ALBERTO BASTOS DO CANTO FILHO,centro,Eletro,304
