Departament,semester,Atividades de Ensino.1,Atividades de Ensino.2,Créditos,Turmas,Vagas Oferecidas,Horários Locais.1,Horários Locais.2.1,Horários Locais.2.2,Professores
MEC,2019 - II,ENG01007,ANÁLISE ESTRUTURAL POR COMPUTADOR,4,U,10,centro,11209,undef,RONALD JOSE ELLWANGER
MEC,2019 - II,ENG01007,ANÁLISE ESTRUTURAL POR COMPUTADOR,4,U,10,Sex,15:30,2,RONALD JOSE ELLWANGER
MEC,2019 - II,ENG01007,ANÁLISE ESTRUTURAL POR COMPUTADOR,4,U,10,centro,11209,undef,RONALD JOSE ELLWANGER
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,4,Seg,8:30,2,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,4,vale,Vale,undef,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,4,Qua,8:30,2,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,4,vale,Vale,undef,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,4,Sex,8:30,2,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,4,vale,Vale,undef,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,4,Seg,10:30,2,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,4,vale,Vale,undef,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,4,Qua,10:30,2,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,4,vale,Vale,undef,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,4,Sex,10:30,2,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,4,vale,Vale,undef,JOSE AFONSO BARRIONUEVO
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B2,4,Seg,10:30,2,SUSANA FROMETA FERNANDEZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B2,4,vale,Vale,undef,SUSANA FROMETA FERNANDEZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B2,4,Qua,10:30,2,SUSANA FROMETA FERNANDEZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B2,4,vale,Vale,undef,SUSANA FROMETA FERNANDEZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B2,4,Sex,10:30,2,SUSANA FROMETA FERNANDEZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B2,4,vale,Vale,undef,SUSANA FROMETA FERNANDEZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,C2,3,Seg,13:30,2,JOAO MATHEUS JURY GIRALDI
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,C2,3,vale,Vale,undef,LUCAS DA SILVA OLIVEIRA
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,C2,3,Qua,13:30,2,LUCAS DA SILVA OLIVEIRA
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,C2,3,vale,Vale,undef,LUCAS DA SILVA OLIVEIRA
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,C2,3,Sex,13:30,2,LUCAS DA SILVA OLIVEIRA
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,C2,3,vale,Vale,undef,LUCAS DA SILVA OLIVEIRA
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,1,Seg,18:30,2,JULIANA SARTORI ZIEBELL
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,1,vale,Vale,undef,JULIANA SARTORI ZIEBELL
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,1,Qua,18:30,2,JULIANA SARTORI ZIEBELL
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,1,vale,Vale,undef,JULIANA SARTORI ZIEBELL
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,1,Sex,18:30,2,JULIANA SARTORI ZIEBELL
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,1,vale,Vale,undef,JULIANA SARTORI ZIEBELL
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,5,Seg,13:30,2,LINEIA SCHUTZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,5,undef,undef,undef,LINEIA SCHUTZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,5,Qua,13:30,2,LINEIA SCHUTZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,5,vale,Vale,undef,LINEIA SCHUTZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,5,Sex,13:30,2,LINEIA SCHUTZ
MEC,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,5,undef,undef,undef,LINEIA SCHUTZ
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,12,Seg,8:30,2,JOANA MOHR
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,12,vale,Vale,undef,JOANA MOHR
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,12,Qua,8:30,2,JOANA MOHR
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,12,vale,Vale,undef,JOANA MOHR
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,12,Sex,8:30,2,JOANA MOHR
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,12,vale,Vale,undef,JOANA MOHR
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,40,Seg,8:30,2,RICARDO MISTURINI
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,40,vale,Vale,undef,RICARDO MISTURINI
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,40,Qua,8:30,2,RICARDO MISTURINI
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,40,vale,Vale,undef,RICARDO MISTURINI
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,40,Sex,8:30,2,RICARDO MISTURINI
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,40,vale,Vale,undef,RICARDO MISTURINI
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C1,2,Seg,13:30,2,ALVINO ALVES SANT ANA
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C1,2,vale,Vale,undef,ALVINO ALVES SANT ANA
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C1,2,Qua,13:30,2,ALVINO ALVES SANT ANA
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C1,2,vale,Vale,undef,ALVINO ALVES SANT ANA
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C1,2,Sex,13:30,2,ALVINO ALVES SANT ANA
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C1,2,vale,Vale,undef,ALVINO ALVES SANT ANA
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C2,5,Seg,13:30,2,CARLOS FELIPE LARDIZABAL RODRIGUES
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C2,5,vale,Vale,undef,CARLOS FELIPE LARDIZABAL RODRIGUES
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C2,5,Qua,13:30,2,CARLOS FELIPE LARDIZABAL RODRIGUES
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C2,5,vale,Vale,undef,CARLOS FELIPE LARDIZABAL RODRIGUES
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C2,5,Sex,13:30,2,CARLOS FELIPE LARDIZABAL RODRIGUES
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,C2,5,vale,Vale,undef,CARLOS FELIPE LARDIZABAL RODRIGUES
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,5,Seg,15:30,2,SAMUEL VOLKWEIS LEITE
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,5,vale,Vale,undef,SAMUEL VOLKWEIS LEITE
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,5,Qua,15:30,2,SAMUEL VOLKWEIS LEITE
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,5,vale,Vale,undef,SAMUEL VOLKWEIS LEITE
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,5,Sex,15:30,2,SAMUEL VOLKWEIS LEITE
MEC,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,5,vale,Vale,undef,SAMUEL VOLKWEIS LEITE
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,11,Seg,8:30,2,RUDNEI DIAS DA CUNHA
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,11,vale,Vale,undef,RUDNEI DIAS DA CUNHA
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,11,Qua,8:30,2,RUDNEI DIAS DA CUNHA
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,11,vale,Vale,undef,RUDNEI DIAS DA CUNHA
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,11,Sex,8:30,2,RUDNEI DIAS DA CUNHA
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,11,vale,Vale,undef,RUDNEI DIAS DA CUNHA
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z1,6,Sex,8:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z1,6,undef,undef,undef,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z3,14,Sex,13:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z3,14,vale,Vale,undef,JULIO CESAR LOMBALDO FERNANDES
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z4,1,Sex,15:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z4,1,vale,Vale,undef,PEDRO HENRIQUE DE ALMEIDA KONZEN
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z6,7,Sex,8:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z6,7,vale,Vale,undef,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z7,3,Sex,10:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z7,3,undef,undef,undef,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z9,13,Sex,15:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z9,13,vale,Vale,undef,DAGOBERTO ADRIANO RIZZOTTO JUSTO
MEC,2019 - II,ENG03105,CANALIZAÇÕES,4,U,26,Seg,10:30,2,SERGIO VICOSA MOLLER
MEC,2019 - II,ENG03105,CANALIZAÇÕES,4,U,26,centro,Mecânica,304,SERGIO VICOSA MOLLER
MEC,2019 - II,ENG03105,CANALIZAÇÕES,4,U,26,Qua,10:30,2,SERGIO VICOSA MOLLER
MEC,2019 - II,ENG03105,CANALIZAÇÕES,4,U,26,centro,Mecânica,304,SERGIO VICOSA MOLLER
MEC,2019 - II,ENG02001,CIÊNCIA DOS MATERIAIS - B,4,A,55,Seg,18:30,2,TATIANA SCARAZZATO
MEC,2019 - II,ENG02001,CIÊNCIA DOS MATERIAIS - B,4,A,55,centro,Mecânica,302,TATIANA SCARAZZATO
MEC,2019 - II,ENG02001,CIÊNCIA DOS MATERIAIS - B,4,A,55,Qua,18:30,2,TATIANA SCARAZZATO
MEC,2019 - II,ENG02001,CIÊNCIA DOS MATERIAIS - B,4,A,55,centro,Mecânica,302,TATIANA SCARAZZATO
MEC,2019 - II,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,A,27,Ter,8:30,3,DARCI BARNECH CAMPANI
MEC,2019 - II,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,A,27,centro,11209,undef,SIMONE RAMIRES
MEC,2019 - II,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,B,7,Qua,8:30,3,DARCI BARNECH CAMPANI
MEC,2019 - II,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,B,7,vale,Vale,undef,SIMONE RAMIRES
MEC,2019 - II,ENG03112,CLIMATIZAÇÃO II,4,A,32,Ter,16:30,2,CIRILO SEPPI BRESOLIN
MEC,2019 - II,ENG03112,CLIMATIZAÇÃO II,4,A,32,centro,Mecânica,302,CIRILO SEPPI BRESOLIN
MEC,2019 - II,ENG03112,CLIMATIZAÇÃO II,4,A,32,Qui,16:30,2,CIRILO SEPPI BRESOLIN
MEC,2019 - II,ENG03112,CLIMATIZAÇÃO II,4,A,32,centro,Mecânica,302,CIRILO SEPPI BRESOLIN
MEC,2019 - II,ENG03112,CLIMATIZAÇÃO II,4,B,27,Seg,16:30,2,Andrés Armando Mendiburu Zevallos
MEC,2019 - II,ENG03112,CLIMATIZAÇÃO II,4,B,27,centro,Mecânica,307,Andrés Armando Mendiburu Zevallos
MEC,2019 - II,ENG03112,CLIMATIZAÇÃO II,4,B,27,Qua,16:30,2,Andrés Armando Mendiburu Zevallos
MEC,2019 - II,ENG03112,CLIMATIZAÇÃO II,4,B,27,centro,Mecânica,307,Andrés Armando Mendiburu Zevallos
MEC,2019 - II,ENG03324,COMPONENTES MECÂNICOS I,4,U,50,Seg,8:30,2,JOSE ANTONIO ESMERIO MAZZAFERRO
MEC,2019 - II,ENG03324,COMPONENTES MECÂNICOS I,4,U,50,centro,11209,undef,JOSE ANTONIO ESMERIO MAZZAFERRO
MEC,2019 - II,ENG03324,COMPONENTES MECÂNICOS I,4,U,50,Qua,8:30,2,JOSE ANTONIO ESMERIO MAZZAFERRO
MEC,2019 - II,ENG03324,COMPONENTES MECÂNICOS I,4,U,50,centro,11209,undef,JOSE ANTONIO ESMERIO MAZZAFERRO
MEC,2019 - II,ENG03325,COMPONENTES MECÂNICOS II,4,U,50,Seg,8:30,2,NEY FRANCISCO FERREIRA
MEC,2019 - II,ENG03325,COMPONENTES MECÂNICOS II,4,U,50,centro,11209,undef,NEY FRANCISCO FERREIRA
MEC,2019 - II,ENG03325,COMPONENTES MECÂNICOS II,4,U,50,Qua,8:30,2,NEY FRANCISCO FERREIRA
MEC,2019 - II,ENG03325,COMPONENTES MECÂNICOS II,4,U,50,centro,11209,undef,NEY FRANCISCO FERREIRA
MEC,2019 - II,ENG06648,CONFORMAÇÃO MECÂNICA,4,A,50,Qui,8:30,4,ALEXANDRE DA SILVA ROCHA
MEC,2019 - II,ENG06648,CONFORMAÇÃO MECÂNICA,4,A,50,vale,Vale,undef,LIRIO SCHAEFFER
MEC,2019 - II,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,A,30,Seg,10:30,2,EDUARDO ANDRE PERONDI
MEC,2019 - II,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,A,30,centro,11209,undef,EDUARDO ANDRE PERONDI
MEC,2019 - II,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,A,30,Qua,10:30,2,EDUARDO ANDRE PERONDI
MEC,2019 - II,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,A,30,centro,11209,undef,EDUARDO ANDRE PERONDI
MEC,2019 - II,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,B,30,Qua,16:30,2,MÁRIO ROLAND SOBCZYK SOBRINHO
MEC,2019 - II,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,B,30,centro,11209,undef,MÁRIO ROLAND SOBCZYK SOBRINHO
MEC,2019 - II,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,B,30,Sex,16:30,2,MÁRIO ROLAND SOBCZYK SOBRINHO
MEC,2019 - II,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,B,30,centro,11209,undef,MÁRIO ROLAND SOBCZYK SOBRINHO
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,C,0,Ter,9:30,2,LEA MARIA DORNELES JAPUR
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,C,0,centro,Eng. nova,undef,LEA MARIA DORNELES JAPUR
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,C,0,Qui,9:30,2,LEA MARIA DORNELES JAPUR
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,C,0,centro,Eng. nova,undef,LEA MARIA DORNELES JAPUR
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,CC,0,Ter,9:30,2,Jaire Ederson Passos
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,CC,0,undef,undef,undef,Jaire Ederson Passos
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,CC,0,Qui,9:30,2,Jaire Ederson Passos
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,CC,0,undef,undef,undef,Jaire Ederson Passos
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,EE,2,Ter,13:30,2,Jaire Ederson Passos
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,EE,2,undef,undef,undef,Jaire Ederson Passos
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,EE,2,Qui,13:30,2,Jaire Ederson Passos
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,EE,2,undef,undef,undef,Jaire Ederson Passos
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,FF,2,Ter,13:30,2,GILBERTO BALBELA CONSONI
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,FF,2,undef,undef,undef,GILBERTO BALBELA CONSONI
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,FF,2,Qui,13:30,2,GILBERTO BALBELA CONSONI
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,FF,2,undef,undef,undef,GILBERTO BALBELA CONSONI
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,II,2,Ter,15:30,2,ADRIANA ECKERT MIRANDA
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,II,2,undef,undef,undef,ADRIANA ECKERT MIRANDA
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,II,2,Qui,15:30,2,ADRIANA ECKERT MIRANDA
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,II,2,undef,undef,undef,ADRIANA ECKERT MIRANDA
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,K,2,Ter,20:30,2,FABIO BONI
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,K,2,centro,Arquitetura,undef,FABIO BONI
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,K,2,Qui,20:30,2,FABIO BONI
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,K,2,centro,Arquitetura,undef,FABIO BONI
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,L,8,Ter,9:30,2,PAULO EDI RIVERO MARTINS
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,L,8,centro,Eng. nova,undef,PAULO EDI RIVERO MARTINS
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,L,8,Qui,9:30,2,PAULO EDI RIVERO MARTINS
MEC,2019 - II,ARQ03318,DESENHO TÉCNICO I-A,4,L,8,centro,Eng. nova,undef,PAULO EDI RIVERO MARTINS
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,AA,12,Seg,16:30,3,PAULETE FRIDMAN SCHWETZ
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,AA,12,undef,undef,undef,PAULETE FRIDMAN SCHWETZ
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,AA,12,Qua,16:30,3,PAULETE FRIDMAN SCHWETZ
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,AA,12,undef,undef,undef,PAULETE FRIDMAN SCHWETZ
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,C,18,Seg,13:30,3,PAULETE FRIDMAN SCHWETZ
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,C,18,centro,Eng. nova,undef,PAULETE FRIDMAN SCHWETZ
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,C,18,Qua,13:30,3,PAULETE FRIDMAN SCHWETZ
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,C,18,centro,Eng. nova,undef,PAULETE FRIDMAN SCHWETZ
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,CC,15,Seg,13:30,3,ROBERTO WANNER PIRES
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,CC,15,undef,undef,undef,ROBERTO WANNER PIRES
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,CC,15,Qua,13:30,3,ROBERTO WANNER PIRES
MEC,2019 - II,ARQ03323,DESENHO TÉCNICO II C,6,CC,15,undef,undef,undef,ROBERTO WANNER PIRES
MEC,2019 - II,ECO02254,ECONOMIA A,4,B,10,Ter,18:30,2,Alessandro Donadio Miebach
MEC,2019 - II,ECO02254,ECONOMIA A,4,B,10,undef,undef,undef,Alessandro Donadio Miebach
MEC,2019 - II,ECO02254,ECONOMIA A,4,B,10,Qui,18:30,2,Alessandro Donadio Miebach
MEC,2019 - II,ECO02254,ECONOMIA A,4,B,10,undef,undef,undef,Alessandro Donadio Miebach
MEC,2019 - II,ECO02254,ECONOMIA A,4,C,20,Ter,11:30,2,Luiza Peruffo
MEC,2019 - II,ECO02254,ECONOMIA A,4,C,20,undef,undef,undef,Luiza Peruffo
MEC,2019 - II,ECO02254,ECONOMIA A,4,C,20,Qui,11:30,2,Luiza Peruffo
MEC,2019 - II,ECO02254,ECONOMIA A,4,C,20,undef,undef,undef,Luiza Peruffo
MEC,2019 - II,ECO02254,ECONOMIA A,4,D,5,Ter,16:30,2,Fernanda Oliveira Ultremare
MEC,2019 - II,ECO02254,ECONOMIA A,4,D,5,undef,undef,undef,Fernanda Oliveira Ultremare
MEC,2019 - II,ECO02254,ECONOMIA A,4,D,5,Qui,16:30,2,Fernanda Oliveira Ultremare
MEC,2019 - II,ECO02254,ECONOMIA A,4,D,5,undef,undef,undef,Fernanda Oliveira Ultremare
MEC,2019 - II,ECO02254,ECONOMIA A,4,E,5,Ter,18:30,4,FABIAN SCHOLZE DOMINGUES
MEC,2019 - II,ECO02254,ECONOMIA A,4,E,5,undef,undef,undef,Maurício Andrade Weiss
MEC,2019 - II,ENG03002,ELEMENTOS FINITOS EM MECÂNICA DOS SÓLIDOS,4,U,30,Qua,16:30,2,Felipe Tempel Stumpf
MEC,2019 - II,ENG03002,ELEMENTOS FINITOS EM MECÂNICA DOS SÓLIDOS,4,U,30,centro,Mecânica,302,Felipe Tempel Stumpf
MEC,2019 - II,ENG03002,ELEMENTOS FINITOS EM MECÂNICA DOS SÓLIDOS,4,U,30,Sex,16:30,2,Felipe Tempel Stumpf
MEC,2019 - II,ENG03002,ELEMENTOS FINITOS EM MECÂNICA DOS SÓLIDOS,4,U,30,centro,Mecânica,302,Felipe Tempel Stumpf
MEC,2019 - II,ENG04453,ELETRICIDADE,6,A,12,Seg,17:30,2,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,A,12,centro,Eletro,201,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,A,12,Ter,15:30,2,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,A,12,centro,11209,undef,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,A,12,Qui,15:30,2,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,A,12,centro,11209,undef,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,B,12,Ter,15:30,2,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,B,12,centro,11209,undef,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,B,12,Ter,17:30,2,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,B,12,centro,Eletro,201,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,B,12,Qui,15:30,2,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,B,12,centro,11209,undef,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,C,12,Ter,15:30,2,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,C,12,centro,11209,undef,Ana Paula Zanatta
MEC,2019 - II,ENG04453,ELETRICIDADE,6,C,12,Qua,17:30,2,Ana Paula Zanatta
